event_lon,event_lat
-62.50867533008568,-26.135495061753318
-62.498518930282444,-26.210652420297265
-62.50867533008568,-26.135495061753318
-62.498518930282444,-26.210652420297265
-61.40365903149359,-26.68394065112807
-61.318345273146406,-26.685971931088716
-61.40365903149359,-26.68394065112807
-61.318345273146406,-26.685971931088716
-61.318345273146406,-26.685971931088716
-61.39350263169035,-26.761129289632663
-61.40365903149359,-26.68394065112807
-61.39350263169035,-26.761129289632663
-61.318345273146406,-26.685971931088716
-61.40365903149359,-26.68394065112807
-61.318345273146406,-26.685971931088716
-61.40365903149359,-26.68394065112807
-61.318345273146406,-26.685971931088716
-61.318345273146406,-26.685971931088716
-61.40365903149359,-26.68394065112807
-61.318345273146406,-26.685971931088716
-61.40365903149359,-26.68394065112807
-61.39350263169035,-26.761129289632663
-61.32850167294964,-26.61081457254477
-61.318345273146406,-26.685971931088716
-61.30615759338252,-26.76316056959331
-61.318345273146406,-26.685971931088716
-61.40365903149359,-26.68394065112807
-61.318345273146406,-26.685971931088716
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.39350263169035,-26.761129289632663
-61.30615759338252,-26.76316056959331
-61.318345273146406,-26.685971931088716
-61.32850167294964,-26.61081457254477
-61.40365903149359,-26.68394065112807
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.5763178281486,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.56616142834537,-26.75706672971137
-61.5763178281486,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.5763178281486,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.5763178281486,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.5763178281486,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.56616142834537,-26.75706672971137
-61.5763178281486,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.47881639003754,-26.759098009672016
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.5763178281486,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.5763178281486,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.5763178281486,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.5763178281486,-26.679878091206774
-61.56616142834537,-26.75706672971137
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.56616142834537,-26.75706672971137
-61.5763178281486,-26.679878091206774
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.56616142834537,-26.75706672971137
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.47881639003754,-26.759098009672016
-61.47881639003754,-26.759098009672016
-61.49100406980142,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.49100406980142,-26.68190937116742
-61.56616142834537,-26.75706672971137
-61.56616142834537,-26.75706672971137
-63.00633892044425,-25.57079923269339
-63.016495320247486,-25.4895480342675
-63.09977779863402,-25.487516754306853
-63.016495320247486,-25.4895480342675
-63.00633892044425,-25.57079923269339
-63.00633892044425,-25.57079923269339
-63.016495320247486,-25.4895480342675
-63.00633892044425,-25.57079923269339
-63.016495320247486,-25.4895480342675
-63.00633892044425,-25.57079923269339
-63.016495320247486,-25.4895480342675
-63.016495320247486,-25.4895480342675
-63.00633892044425,-25.57079923269339
-63.016495320247486,-25.4895480342675
-63.016495320247486,-25.4895480342675
-63.00633892044425,-25.57079923269339
-62.9311815619003,-25.491579314228147
-63.00633892044425,-25.57079923269339
-63.089621398830786,-25.568767952732742
-63.016495320247486,-25.4895480342675
-63.016495320247486,-25.4895480342675
-63.016495320247486,-25.4895480342675
-63.016495320247486,-25.4895480342675
-63.016495320247486,-25.4895480342675
-62.9311815619003,-25.491579314228147
-63.016495320247486,-25.4895480342675
-62.94133796170354,-25.41032811580226
-63.016495320247486,-25.4895480342675
-62.9311815619003,-25.491579314228147
-63.00633892044425,-25.57079923269339
-63.016495320247486,-25.4895480342675
-63.00633892044425,-25.57079923269339
-62.94133796170354,-25.41032811580226
-62.9311815619003,-25.491579314228147
-63.016495320247486,-25.4895480342675
-62.9311815619003,-25.491579314228147
-63.016495320247486,-25.4895480342675
-62.94133796170354,-25.41032811580226
-63.016495320247486,-25.4895480342675
-62.94133796170354,-25.41032811580226
-63.02665172005072,-25.41032811580226
-62.9311815619003,-25.491579314228147
-63.016495320247486,-25.4895480342675
-63.038839399814606,-25.970961384940892
-62.95352564146742,-25.97299266490154
-62.94540052162483,-26.05221258336678
-62.870243163080886,-25.975023944862187
-62.965713321231306,-25.89174146647565
-62.9352441218216,-26.12736994191073
-62.86008676327765,-26.05221258336678
-63.19931051670574,-26.04611874348484
-63.12415315816179,-25.970961384940892
-63.10384035855532,-26.123307381989434
-63.038839399814606,-25.970961384940892
-63.02868300001137,-26.050181303406134
-63.02055788016878,-26.12533866195008
-62.95352564146742,-25.97299266490154
-62.943369241664186,-26.05221258336678
-62.870243163080886,-25.975023944862187
-62.965713321231306,-25.89174146647565
-62.33804781339131,-26.137526341713965
-62.423361571738496,-26.135495061753318
-62.423361571738496,-26.135495061753318
-62.33804781339131,-26.137526341713965
-62.423361571738496,-26.135495061753318
-62.33804781339131,-26.137526341713965
-62.34820421319455,-26.062368983170018
-62.358360612997785,-25.985180344665423
-62.423361571738496,-26.135495061753318
-64.71870792726986,-22.78794568660669
-64.71261408738792,-22.865134325111285
-64.70448896754533,-22.94232296361588
-64.80808424553834,-22.70872576814145
-64.72683304711245,-22.710757048102096
-64.78574016597122,-22.940291683655232
-64.79386528581381,-22.863103045150638
-64.79995912569575,-22.785914406646043
-64.63745672884397,-22.78794568660669
-64.63136288896203,-22.865134325111285
-64.62323776911944,-22.944354243576527
-64.55620553041808,-22.789976966567338
-64.45870409230702,-22.946385523537174
-64.5480804105755,-22.867165605071932
-64.54198657069355,-22.944354243576527
-64.53386145085096,-23.02154288208112
-64.4749543319922,-22.789976966567338
-64.4668292121496,-22.867165605071932
-64.38557801372372,-22.86919688503258
-64.45261025242507,-23.02357416204177
-64.3937031335663,-22.792008246527985
-64.37745289388113,-22.946385523537174
-64.36932777403854,-23.02357416204177
-64.86699136439711,-22.940291683655232
-64.88933544396423,-22.7066944881808
-64.88324160408229,-22.785914406646043
-64.8751164842397,-22.863103045150638
-64.45870409230702,-22.946385523537174
-64.3632339341566,-23.10279408050701
-64.35510881431401,-23.179982719011605
-64.36932777403854,-23.02357416204177
-64.37745289388113,-22.946385523537174
-64.38557801372372,-22.86919688503258
-64.3937031335663,-22.792008246527985
-64.4018282534089,-22.71481960802339
-64.42823489289731,-23.2571713575162
-64.4363600127399,-23.177951439050958
-64.44448513258249,-23.100762800546363
-64.45261025242507,-23.02357416204177
-64.4668292121496,-22.867165605071932
-64.4749543319922,-22.789976966567338
-64.48307945183478,-22.712788328062743
-64.51151737128384,-23.255140077555552
-64.53386145085096,-23.02154288208112
-64.54198657069355,-22.944354243576527
-64.5480804105755,-22.867165605071932
-64.55620553041808,-22.789976966567338
-64.61511264927685,-23.02154288208112
-64.71261408738792,-22.865134325111285
-64.62323776911944,-22.944354243576527
-64.63136288896203,-22.865134325111285
-64.63745672884397,-22.78794568660669
-64.69636384770274,-23.019511602120474
-64.70448896754533,-22.94232296361588
-64.52573633100837,-23.100762800546363
-64.71870792726986,-22.78794568660669
-64.72683304711245,-22.70872576814145
-64.86699136439711,-22.940291683655232
-64.94214872294106,-23.017480322159827
-64.95027384278364,-22.938260403694585
-65.04574400093406,-22.783883126685396
-64.95636768266559,-22.86107176518999
-64.96449280250818,-22.783883126685396
-64.97058664239012,-22.7066944881808
-64.9787117622327,-22.629505849676207
-64.98480560211465,-22.552317211171612
-65.01527480152436,-23.092637680703774
-65.02339992136694,-23.01544904219918
-65.03152504120953,-22.938260403694585
-65.03761888109148,-22.86107176518999
-64.89746056380682,-22.629505849676207
-65.051837840816,-22.704663208220154
-65.0599629606586,-22.62747456971556
-65.06605680054054,-22.550285931210965
-65.11887007951736,-22.859040485229343
-65.12699519935995,-22.78185184672475
-65.1330890392419,-22.704663208220154
-65.14121415908448,-22.62747456971556
-65.14730799896643,-22.550285931210965
-65.20824639778584,-22.78185184672475
-64.77964632608928,-23.019511602120474
-64.78574016597122,-22.940291683655232
-64.79386528581381,-22.863103045150638
-64.79995912569575,-22.785914406646043
-64.80808424553834,-22.70872576814145
-64.86089752451517,-23.017480322159827
-64.8751164842397,-22.863103045150638
-64.88324160408229,-22.785914406646043
-64.88933544396423,-22.7066944881808
-64.19870025734417,-23.104825360467657
-64.23729457659647,-22.716850887984037
-64.21495049702935,-22.94841680349782
-64.22307561687194,-22.871228164993227
-64.22916945675388,-22.794039526488632
-64.24541969643906,-22.639662249479443
-64.28807657561265,-23.025605442002416
-64.29620169545524,-22.94841680349782
-64.30432681529783,-22.871228164993227
-64.31245193514042,-22.792008246527985
-64.31854577502236,-22.71481960802339
-64.62323776911944,-22.944354243576527
-64.5480804105755,-22.867165605071932
-64.54198657069355,-22.944354243576527
-64.4668292121496,-22.867165605071932
-64.45261025242507,-23.02357416204177
-64.38557801372372,-22.86919688503258
-64.63136288896203,-22.865134325111285
-64.70448896754533,-22.94232296361588
-64.71261408738792,-22.865134325111285
-64.71870792726986,-22.78794568660669
-64.78574016597122,-22.940291683655232
-64.79386528581381,-22.863103045150638
-64.79995912569575,-22.785914406646043
-64.86699136439711,-22.940291683655232
-64.8751164842397,-22.863103045150638
-64.95636768266559,-22.86107176518999
-65.051837840816,-22.704663208220154
-64.88933544396423,-22.7066944881808
-64.79995912569575,-22.785914406646043
-64.79386528581381,-22.863103045150638
-64.78574016597122,-22.940291683655232
-64.72683304711245,-22.70872576814145
-64.80808424553834,-22.70872576814145
-64.86699136439711,-22.940291683655232
-64.8751164842397,-22.863103045150638
-64.88324160408229,-22.785914406646043
-64.948242562823,-22.938260403694585
-64.95636768266559,-22.86107176518999
-64.96449280250818,-22.783883126685396
-64.97058664239012,-22.7066944881808
-64.98480560211465,-22.552317211171612
-64.9787117622327,-22.629505849676207
-64.71870792726986,-22.78794568660669
-64.45261025242507,-23.02357416204177
-64.37745289388113,-22.946385523537174
-64.38557801372372,-22.86919688503258
-64.3937031335663,-22.792008246527985
-64.45870409230702,-22.946385523537174
-64.55620553041808,-22.789976966567338
-64.4668292121496,-22.867165605071932
-64.4749543319922,-22.789976966567338
-64.53386145085096,-23.02154288208112
-64.54198657069355,-22.944354243576527
-64.5480804105755,-22.867165605071932
-64.62323776911944,-22.944354243576527
-64.63136288896203,-22.865134325111285
-64.63745672884397,-22.78794568660669
-64.69636384770274,-23.019511602120474
-64.70448896754533,-22.94232296361588
-64.71261408738792,-22.865134325111285
-65.03761888109148,-22.86107176518999
-65.03152504120953,-22.938260403694585
-65.12699519935995,-22.78185184672475
-65.06605680054054,-22.550285931210965
-65.051837840816,-22.704663208220154
-65.04574400093406,-22.783883126685396
-65.0599629606586,-22.62747456971556
-64.96449280250818,-22.783883126685396
-64.95636768266559,-22.86107176518999
-64.948242562823,-22.938260403694585
-64.94214872294106,-23.017480322159827
-64.89746056380682,-22.629505849676207
-64.88933544396423,-22.7066944881808
-64.88324160408229,-22.785914406646043
-64.78574016597122,-22.940291683655232
-64.8751164842397,-22.863103045150638
-64.86699136439711,-22.940291683655232
-64.80808424553834,-22.70872576814145
-64.79995912569575,-22.785914406646043
-64.79386528581381,-22.863103045150638
-64.97058664239012,-22.7066944881808
-64.9787117622327,-22.629505849676207
-64.98480560211465,-22.552317211171612
-65.02339992136694,-23.01544904219918
-65.03152504120953,-22.938260403694585
-65.03761888109148,-22.86107176518999
-65.04574400093406,-22.783883126685396
-65.051837840816,-22.704663208220154
-65.0599629606586,-22.62747456971556
-65.06605680054054,-22.550285931210965
-65.11887007951736,-22.859040485229343
-65.1330890392419,-22.704663208220154
-64.72683304711245,-22.70872576814145
-64.77964632608928,-23.019511602120474
-64.71870792726986,-22.78794568660669
-64.71261408738792,-22.865134325111285
-64.70448896754533,-22.94232296361588
-64.69636384770274,-23.019511602120474
-64.63745672884397,-22.78794568660669
-64.31245193514042,-22.792008246527985
-64.3632339341566,-23.10279408050701
-64.36932777403854,-23.02357416204177
-64.37745289388113,-22.946385523537174
-64.38557801372372,-22.86919688503258
-64.3937031335663,-22.792008246527985
-64.4018282534089,-22.71481960802339
-64.44448513258249,-23.100762800546363
-64.45261025242507,-23.02357416204177
-64.45870409230702,-22.946385523537174
-64.4668292121496,-22.867165605071932
-64.4749543319922,-22.789976966567338
-64.54198657069355,-22.944354243576527
-64.63136288896203,-22.865134325111285
-64.62323776911944,-22.944354243576527
-64.55620553041808,-22.789976966567338
-64.5480804105755,-22.867165605071932
-64.53386145085096,-23.02154288208112
-64.70448896754533,-22.94232296361588
-64.95636768266559,-22.86107176518999
-64.88933544396423,-22.7066944881808
-64.88324160408229,-22.785914406646043
-64.8751164842397,-22.863103045150638
-64.86699136439711,-22.940291683655232
-64.8019904056564,-22.785914406646043
-64.79386528581381,-22.863103045150638
-64.78574016597122,-22.940291683655232
-64.63136288896203,-22.865134325111285
-64.5480804105755,-22.867165605071932
-64.78574016597122,-22.940291683655232
-64.71870792726986,-22.78794568660669
-64.71261408738792,-22.865134325111285
-64.70448896754533,-22.94232296361588
-64.63745672884397,-22.78794568660669
-64.63136288896203,-22.865134325111285
-64.62323776911944,-22.944354243576527
-64.72683304711245,-22.710757048102096
-64.54198657069355,-22.944354243576527
-64.4749543319922,-22.789976966567338
-64.4668292121496,-22.867165605071932
-64.45870409230702,-22.946385523537174
-64.45261025242507,-23.02357416204177
-64.38557801372372,-22.86919688503258
-64.79386528581381,-22.863103045150638
-64.95636768266559,-22.86107176518999
-65.03761888109148,-22.86107176518999
-65.051837840816,-22.704663208220154
-64.9787117622327,-22.629505849676207
-64.97058664239012,-22.7066944881808
-64.96449280250818,-22.783883126685396
-64.95027384278364,-22.938260403694585
-64.88933544396423,-22.7066944881808
-64.88324160408229,-22.785914406646043
-64.8751164842397,-22.863103045150638
-64.86699136439711,-22.940291683655232
-64.79995912569575,-22.785914406646043
-64.8019904056564,-22.785914406646043
-64.4668292121496,-22.867165605071932
-64.54198657069355,-22.944354243576527
-64.62323776911944,-22.944354243576527
-64.63136288896203,-22.865134325111285
-64.70448896754533,-22.94232296361588
-64.71261408738792,-22.865134325111285
-64.71870792726986,-22.78794568660669
-64.78574016597122,-22.94232296361588
-64.79386528581381,-22.863103045150638
-64.86699136439711,-22.940291683655232
-64.8751164842397,-22.863103045150638
-64.88324160408229,-22.785914406646043
-64.88933544396423,-22.70872576814145
-64.95027384278364,-22.938260403694585
-64.95636768266559,-22.86107176518999
-64.96449280250818,-22.783883126685396
-64.97058664239012,-22.7066944881808
-64.9787117622327,-22.629505849676207
-64.71870792726986,-22.78794568660669
-64.71261408738792,-22.865134325111285
-64.8019904056564,-22.785914406646043
-64.79386528581381,-22.863103045150638
-64.78574016597122,-22.940291683655232
-64.72683304711245,-22.70872576814145
-64.71870792726986,-22.78794568660669
-64.70448896754533,-22.94232296361588
-64.63136288896203,-22.865134325111285
-64.62323776911944,-22.944354243576527
-64.5480804105755,-22.867165605071932
-64.54198657069355,-22.944354243576527
-64.4668292121496,-22.867165605071932
-64.80808424553834,-22.70872576814145
-64.96449280250818,-22.783883126685396
-65.0599629606586,-22.62747456971556
-65.12699519935995,-22.78185184672475
-65.051837840816,-22.704663208220154
-65.03761888109148,-22.86107176518999
-64.98480560211465,-22.552317211171612
-64.9787117622327,-22.629505849676207
-64.97058664239012,-22.7066944881808
-64.95636768266559,-22.86107176518999
-64.95027384278364,-22.938260403694585
-64.89746056380682,-22.629505849676207
-64.88933544396423,-22.7066944881808
-64.88324160408229,-22.785914406646043
-64.8751164842397,-22.863103045150638
-64.86699136439711,-22.940291683655232
-64.38557801372372,-22.86919688503258
-64.45261025242507,-23.02357416204177
-63.55072194989771,-25.23970059910789
-63.55072194989771,-25.23970059910789
-63.55072194989771,-25.23970059910789
-63.46540819155052,-25.24173187906854
-63.55072194989771,-25.23970059910789
-63.54056555009447,-25.32095179753378
-63.55072194989771,-25.23970059910789
-63.54056555009447,-25.32095179753378
-63.55072194989771,-25.23970059910789
-63.46540819155052,-25.24173187906854
-63.46540819155052,-25.24173187906854
-63.54056555009447,-25.32095179753378
-63.55072194989771,-25.23970059910789
-63.457283071707934,-25.322983077494428
-63.46540819155052,-25.24173187906854
-63.54056555009447,-25.32095179753378
-63.55072194989771,-25.24173187906854
-63.46540819155052,-25.24173187906854
-63.54056555009447,-25.32095179753378
-63.55072194989771,-25.24173187906854
-63.55072194989771,-25.24173187906854
-63.55072194989771,-25.24173187906854
-63.54056555009447,-25.32095179753378
-63.46540819155052,-25.24173187906854
-63.46540819155052,-25.24173187906854
-63.54056555009447,-25.32095179753378
-63.55072194989771,-25.24173187906854
-63.46540819155052,-25.24173187906854
-63.55072194989771,-25.24173187906854
-63.55072194989771,-25.24173187906854
-63.55072194989771,-25.24173187906854
-63.55072194989771,-25.24173187906854
-63.55072194989771,-25.23970059910789
-63.46540819155052,-25.24173187906854
-63.63400442828424,-25.23970059910789
-63.55072194989771,-25.23970059910789
-61.531629669014364,-26.984570085303858
-61.54381734877825,-26.90941272675991
-61.54381734877825,-26.90941272675991
-61.531629669014364,-26.984570085303858
-61.54381734877825,-26.90941272675991
-61.54381734877825,-26.90941272675991
-61.54381734877825,-26.90941272675991
-61.54381734877825,-26.90941272675991
-61.531629669014364,-26.984570085303858
-61.531629669014364,-26.984570085303858
-61.54381734877825,-26.90941272675991
-61.54381734877825,-26.90941272675991
-61.45647231047042,-26.911444006720558
-61.45647231047042,-26.911444006720558
